COD,Trial  #,Year,Date,Time,Site,Latitude N,Longitude W,State park,Water temp F,Air temp ?F,Method,Bait,Depth ft,Bottom type,Tidal stage,Weather,Moon phase,Species,Sex,Maturity,TL,PcL,Fork,IdL,Trunk,DW,DL,PcL3,Claspers,Acoustic Tag,Tag ,PIT tag,Satellital,DIED,RECAPTURE,DNA,SI,Barb,Notes
St12,2013/86,2013,41443,0.524305556,NT,28 ?05.683',82 ?49.960',NT,85.5,92,Longline,,10,Sand,Outgoing,Sunny/calm,,Sphyrna tiburo,F,,96,71,77,,,,,34,,,578,,N,N,N,N,N,,
St13,2013/86,2013,41443,0.524305556,NT,28 ?05.683',82 ?49.960',NT,85.5,92,Longline,,10,Sand,Outgoing,Sunny/calm,,Sphyrna tiburo,F,,96,70,76,,,,,72,,,114,,N,N,N,N,N,,
Ca18,2013/83,2013,41443,0.552777778,1,28 ?04.858',82 ?51.197',NT,81,90,Longline,,14,Sand,Outgoing,sunny/calm,,Carcharhinus acronotus,M,I,46,34,38,,,,,,,,674,,N,N,N,N,N,,"immature male, neonate"
St14,2013/87,2013,41443,0.569444444,NT,28 ?05.664',82 ?49.950',NT,85.5,92,Longline,,7.9,Sand,Outgoing,sunny/calm,,Sphyrna tiburo,F,,99,72,79,,,,,,,,139,,N,N,N,N,N,,
Hsy9,2013/84,2013,41443,0.510416667,NT,28 ?05.625',82 ?50.005',NT,85.5,92,Tangle net,,3,Seagrass,Outgoing,Sunny/calm,,Hypanus say,F,,,,,,,43,,,,,605,,N,N,N,N,N,,
Gci19,2013/91,2013,41444,0.770833333,NT,28 ?04.653',82 ?57.781',NT,85.7,85,Longline,,19.8,Sand,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,228,,,,,,,68,,,176,,N,N,N,N,N,,"mature male, did not bring onto boat"
Gci20,2013/91,2013,41444,0.770833333,NT,28 ?04.653',82 ?57.781',NT,85.7,85,Longline,,19.8,Sand,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,234,,,,,,,143,,,163,,N,N,N,N,N,,"mature male, did not bring onto boat"
Hsy10,2013/90,2013,41444,0.458333333,NT,28 ?05.602',82 ?50.280',NT,85,84,Seine net,,2,Sand,Outgoing,sunny/calm,,Hypanus say,F,,,,,,,21,,,,,634,,N,N,N,N,N,,
Ha19,2013/88,2013,41444,0.469444444,NT,28 ?05.602',82 ?50.280',NT,85,84,Seine net,,2,Sand,Outgoing,sunny/calm,,Hypanus americanus,M,I,,,,,,29,,,,,646,,N,N,N,N,N,,immature male
Gm1,2013/92,2013,41444,0.469444444,NT,28 ?05.602',82 ?50.280',NT,85,84,Seine net,,2,Sand,Outgoing,sunny/calm,,Gymnura micrura,M,I,,,,,,23,,,,,645,,N,N,N,N,N,,immature male
Hss2,2013/89,2013,41444,0.416666667,NT,28 ?03.259',82 ?49.019',NT,85,84,Tangle net,,3,Seagrass,Outgoing,sunny/calm,,Hypanus sabinus,F,,,,,,,29,,,,,632,,N,N,N,N,N,,
St15,2013/96,2013,41445,0.46875,NT,28 ?04.550',82 ?51.147',NT,81,84,Longline,,14.5,Sand,Outgoing,Cloudy/calm,,Sphyrna tiburo,F,,94,68,75,,,,,136,,,588,,N,N,N,N,N,,
Gci21,2013/95,2013,41445,0.489583333,NT,28 ?05.649',82 ?49.997',NT,86,90,Longline,,10,Sand,Outgoing,sunny/calm,,Ginglymostoma cirratum,M,M,219,143,167,,,,,77,,,191,,N,N,N,N,N,,"mature male, processed along beach in 6 in. water"
Gcu3,2013/93,2013,41445,0.545138889,NT,28 ?07.950',82 ?55.858',NT,81,85,Longline,,22.2,Sand,Outgoing,sunny/calm,,Galeocerdo cuvier,M,I,195,136,153,,,,,162,,,518,,N,N,N,N,N,,"immature male, caught between ball and anchor"
Gcu4,2013/94,2013,41445,0.6125,NT,28 ?08.202',82 ?51.892',NT,81,85,Longline,,22.9,Sand,Outgoing,sunny/calm,,Galeocerdo cuvier,M,I,114,77,85,,,,,76,,,597,,N,N,N,N,N,,"immature male, caught between ball and anchor"
Rb2,2013/99,2013,41449,0.458333333,NT,28 ?03.368',82 ?46.700',NT,83.7,85,Cast net,,2.5,Sand,Incoming,sunny/calm,,Rhinoptera bonasus,F,,,,,,,28,,,,,638,,N,N,N,N,N,,"neonate captured in from a group of 8, possibly a group of females?"
Rb3,2013/99,2013,41449,0.458333333,NT,28 ?03.368',82 ?46.700',NT,83.7,85,Cast net,,2.5,Sand,Incoming,sunny/calm,,Rhinoptera bonasus,F,,,,,,,30,,,,,641,,N,N,N,N,N,,"neonate captured in from a group of 8, possibly a group of females?"
Rb4,2013/99,2013,41449,0.458333333,NT,28 ?03.368',82 ?46.700',NT,83.7,85,Cast net,,2.5,Sand,Incoming,sunny/calm,,Rhinoptera bonasus,F,,,,,,,26,,,,,642,,N,N,N,N,N,,"neonate captured in from a group of 8, possibly a group of females?"
Gci22,2013/98,2013,41449,0.5,NT,28 ?03.453',82 ?54.538',NT,81,90,Longline,,26,Sand,Outgoing,sunny/calm,,Ginglymostoma cirratum,M,M,236,162,183,,,,,59,,,599,,N,N,N,N,N,,"mature male, ejaculated on deck"
Ca19,2013/97,2013,41449,0.583333333,1,28 ?04.519',82 ?52.237',NT,81,90,Longline,,22,Sand,Outgoing,sunny/calm,,Carcharhinus acronotus,M,M,106,76,83.5,,,,,121,,,526,,N,N,N,N,N,,mature male
St16,2013/100,2013,41449,0.597222222,NT,28 ?05.679',82 ?49.970',NT,84.8,92,Longline,,13,Seagrass,Outgoing,Cloudy/calm,,Sphyrna tiburo,M,M,79,59,64,,,,,42,,,173,,N,N,N,N,N,,"mature male, seemed very small for being mature, 1st male ever captured in SC or FL, caught on tail piece of bait"
Gci23,2013/102,2013,41450,0.469444444,NT,28 ?03.549',82 ?54.669',NT,81,86,Longline,,28,Sand,Incoming,sunny/calm,,Ginglymostoma cirratum,F,,178,121,138,,,,,179,,,577,,N,N,N,N,N,,Weighed 100 lbs.
Cli7,2013/101,2013,41450,0.5,10,28 ?11.418',82 ?50.370',NT,84.6,92,Longline,,10,Seagrass,Incoming,sunny/calm,,Carcharhinus limbatus,F,,59,42,48,,,,,26,,,644,,N,N,N,N,N,,
Gci24,2013/103,2013,41450,0.538194444,NT,28 ?11.423',82 ?50.343',NT,84,92,Longline,,12.3,Sand,Incoming,sunny/calm,,Ginglymostoma cirratum,M,,250,179,203,,,,,156,,,165,,N,N,N,N,N,,
Rt21,2013/104,2013,41450,0.638888889,NT,28 ?11.516',82 ?50.371',NT,84,92,Longline,,10,Seagrass,Incoming,sunny/calm,,Rhizoprionodon terraenovae,M,I,29,26,27,,,,,163,,,NT,,N,N,N,N,N,,"visible umbilical scar, unknown tag #"
Gci25,2013/107,2013,41451,0.461805556,NT,28 ?04.945',82 ?52.000',NT,84.7,92,Longline,,11.4,Seagrass,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,239,156,191,,,,,35,,,101,,N,N,N,N,N,,mature male
Gci26,2013/107,2013,41451,0.469444444,NT,28 ?04.939',82 ?51.284',NT,86,91,Longline,,16,Sand,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,244,163,190,,,,,157,,,582,,N,N,N,N,N,,"mature male, weighed 176 lbs."
Ca20,2013/105,2013,41451,0.520833333,1,28 ?04.744',82 ?51.517',NT,85.6,92,Longline,,18,Sand,Incoming,sunny/calm,,Carcharhinus acronotus,F,,49,35,39,,,,,118,,,607,,N,N,N,N,N,,Visible but healed umbilical scar
Gci27,2013/105,2013,41451,0.520833333,NT,28 ?04.744',82 ?51.517',NT,85.6,92,Longline,,18,Sand,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,227,157,178,,,,,36,,,144,,N,N,N,N,N,,mature male
Gci28,2013/108,2013,41451,0.586805556,NT,28 ?08.344',82 ?55.743',NT,87.4,91,Longline,,26.6,Sand,Incoming,sunny/calm,,Ginglymostoma cirratum,F,,176,118,136,,,,,166,,,579,,N,N,N,N,N,,
Ca21,2013/106,2013,41451,0.611111111,1,28 ?05.817',82 ?50.187',NT,85.6,90,Longline,,8.3,Seagrass,Outgoing,Cloudy/calm,,Carcharhinus acronotus,F,,49,36,39,,,,,162,,,613,,N,N,N,N,N,,visible umbilical scar
Gci29,2013/109,2013,41451,0.649305556,NT,28 ?05.133',82 ?51.611',NT,87,91,Longline,,17.3,sand,Outgoing,sunny/calm,,Ginglymostoma cirratum,M,M,229,166,189,,,,,169,,,511,,N,N,N,N,N,,mature male
Gci31,2013/109,2013,41451,0.649305556,NT,28 ?05.133',82 ?51.611',NT,87,91,Longline,,17.3,sand,Outgoing,sunny/calm,,Ginglymostoma cirratum,M,M,246,162,186,,,,,163,,,519,,N,N,N,N,N,,mature male
Gci30,2013/109,2013,41451,0.649305556,NT,28 ?05.133',82 ?51.611',NT,87,91,Longline,,17.3,sand,Outgoing,sunny/calm,,Ginglymostoma cirratum,M,M,250,169,200,,,,,140,,,541,,N,N,N,N,N,,mature male
Gci32,2013/112,2013,41452,0.451388889,NT,28 ?11.463',82 ?50.310',NT,84,92,Longline,,10.5,Seagrass,Incoming,Sunny/calm,,Ginglymostoma cirratum,M,M,248,163,199,,,,,85,,,560,,N,N,N,N,N,,mature male
Cle4,2013/111,2013,41452,0.479861111,NT,28 ?03.020',83 ?00.635',NT,85,90,Longline,,39,Artificial Reef,Incoming,sunny/windy,,Carcharhinus leucas,F,,204,140,160,,,,,176,,,674,,N,N,N,N,N,,
Ca22,2013/110,2013,41452,0.594444444,5,28 ?03.069',83 ?00.702',NT,85,93,Longline,,42,Artificial Reef,Incoming,Sunny/calm,,Carcharhinus acronotus,F,,113,85,93,,,,,161,,,582,,N,N,N,N,N,,
Gci33,2013/110,2013,41452,0.594444444,NT,28 ?03.069',83 ?00.702',NT,85,93,Longline,,42,Artificial Reef,Incoming,Sunny/calm,,Ginglymostoma cirratum,M,M,259,176,201,,,,,158,,,694,,N,N,N,N,N,,"mature male, weighed 185 lbs."
Gci34,2013/113,2013,41453,0.420138889,NT,28 ?06.393',82 ?49.654',NT,84.2,87,Longline,,8.6,Seagrass,Incoming,sunny/windy,,Ginglymostoma cirratum,M,M,228,161,183,,,,,67,,,193,,N,N,N,N,N,,mature male
Gci35,2013/114,2013,41453,0.483333333,NT,28 ?04.974',82 ?51.128',NT,86.8,86,Longline,,15,sand,Incoming,cloudy/windy,,Ginglymostoma cirratum,M,M,245,158,185,,,,,98,,,677,,N,N,N,N,N,,"mature male, ejaculated on deck"
Rt22,2013/117,2013,41463,0.493055556,NT,28 ?10.943',82 ?49.862',NT,82.3,87,Longline,,14,Seagrass,Incoming,sunny/calm,,Rhizoprionodon terraenovae,M,M,91,67,74,,,,,71,,,679,,N,N,N,N,N,,mature male
Sm2,2013/117,2013,41463,0.493055556,NT,28 ?10.943',82 ?49.862',NT,82.3,87,Longline,,14,Seagrass,Incoming,sunny/calm,,Sphyrna mokarran,M,I,150,98,110,,,,,79,,,698,,N,N,N,N,N,,immature male
Cli8,2013/115,2013,41463,0.548611111,10,28 ?10.902',82 ?49.798',NT,82.7,88,Longline,,13.6,Seagrass,Outgoing,sunny/calm,,Carcharhinus limbatus,F,,103,71,80,,,,,79,,,687,,N,N,N,N,N,,
Ca23,2013/115,2013,41463,0.548611111,1,28 ?10.902',82 ?49.798',NT,82.7,88,Longline,,13.6,Seagrass,Outgoing,sunny/calm,,Carcharhinus acronotus,M,M,111,79,90,,,,,83,,,690,,N,N,N,N,N,,"mature male, tag washed up on beach in Ft. De Soto St. Park in St. Petersburg on 2/25/2015, 27°36?56?N 82°44?09?W"
Ca24,2013/116,2013,41463,0.652083333,1,28 ?08.253',82 ?55.707',NT,85.5,87,Longline,,25.4,Sand,Outgoing,sunny/calm,,Carcharhinus acronotus,F,,112,79,87,,,,,167,,,678,,N,N,N,N,N,,
Ca25,2013/118,2013,41464,0.65625,1,28 ?05.001',82 ?51.340',NT,86,90,Longline,,16,Seagrass,Outgoing,sunny/calm,,Carcharhinus acronotus,M,M,114,83,92,,,,,130,,,686,,N,N,N,N,N,,mature male
Gci36,2013/120,2013,41464,0.65625,NT,28 ?05.001',82 ?51.340',NT,86,90,Longline,,16,Seagrass,Outgoing,sunny/calm,,Ginglymostoma cirratum,M,M,246,167,190,,,,,63,,,684,,N,N,N,N,N,,"mature male, ejaculated on deck"
Hsy11,2013/119,2013,41464,0.506944444,NT,28 ?05.558',82 ?50.105',NT,82,90,Seine net,,2,Sand,Incoming,sunny/calm,,Hypanus say,M,I,,,,,,34,,,,,608,,N,N,N,N,N,,immature male
Hsy12,2013/119,2013,41464,0.506944444,NT,28 ?05.558',82 ?50.105',NT,82,90,Seine net,,2,Sand,Incoming,sunny/calm,,Hypanus say,F,,,,,,,31,,,,,636,,N,N,N,N,N,,
Gci37,2013/122,2013,41465,0.552083333,NT,28 ?03.042',83 ?00.613',NT,85.4,90,Longline,,39.5,Artificial Reef,Incoming,sunny/calm,,Ginglymostoma cirratum,F,,199,130,151,,,,,118,,,695,,N,N,N,N,N,,weighed 103 lbs.
Ca26,2013/121,2013,41465,0.666666667,5,28 ?02.856',83 ?00.798',NT,84.9,90,Longline,,42.5,Artificial Reef,Outgoing,sunny/windy,,Carcharhinus acronotus,F,,88,63,71,,,,,56,,,699,,N,N,N,N,N,,
Cli9,2013/121,2013,41465,0.666666667,5,28 ?02.856',83 ?00.798',NT,84.9,90,Longline,,42.5,Artificial Reef,Outgoing,sunny/windy,,Carcharhinus limbatus,F,,174,118,135,,,,,64,,,697,,N,N,N,N,N,,
Cli10,2013/125,2013,41466,0.4625,10,28 ?11.245',82 ?49.717',NT,84.3,90,Longline,,11.3,Seagrass,Incoming,cloudy/windy,,Carcharhinus limbatus,M,I,80,56,63,,,,,65,,,700,,N,N,N,N,N,,immature male
Rt23,2013/125,2013,41466,0.4625,NT,28 ?11.245',82 ?49.717',NT,84.3,90,Longline,,11.3,Seagrass,Incoming,cloudy/windy,,Rhizoprionodon terraenovae,M,M,87,64,71.5,,,,,75,,,681,,N,N,N,N,N,,mature male
Rt24,2013/127,2013,41466,0.506944444,NT,28 ?11.664',82 ?49.915',NT,84.5,90,Longline,,10.6,Seagrass,Incoming,sunny/windy,,Rhizoprionodon terraenovae,M,M,87.5,65,72,,,,,162,,,676,,N,N,N,N,N,,mature male
St17,2013/127,2013,41466,0.506944444,NT,28 ?11.664',82 ?49.915',NT,84.5,90,Longline,,10.6,Seagrass,Incoming,sunny/windy,,Sphyrna tiburo,F,,100,75,82,,,,,68,,,691,,N,N,N,N,N,,
Gci38,2013/127,2013,41466,0.506944444,NT,28 ?11.664',82 ?49.915',NT,84.5,90,Longline,,10.6,Seagrass,Incoming,sunny/windy,,Ginglymostoma cirratum,F,,233,162,186,,,,,81,,,535,,N,N,N,N,N,,weighed 180 lbs.
Rt25,2013/128,2013,41466,0.53125,NT,28 ?05.651',82 ?49.983',NT,82.9,86,Longline,,10,Seagrass,Incoming,cloudy/calm,,Rhizoprionodon terraenovae,M,M,91,68,76,,,,,82,,,575,,N,N,N,N,N,,mature male
Ca27,2013/123,2013,41466,0.53125,1,28 ?05.651',82 ?49.983',NT,82.9,86,Longline,,10,Seagrass,Incoming,cloudy/calm,,Carcharhinus acronotus,F,,115,81,91,,,,,105,,,554,,N,N,Y,N,N,,"Recaptured by local fisherman on 7/23/2013 at Honeymoon Island, near original capture, released alive"
Ca28,2013/124,2013,41466,0.653472222,1,28 ?05.661',82 ?49.969',NT,83.7,86,Longline,,11.7,Seagrass,Outgoing,cloudy/windy,,Carcharhinus acronotus,M,,115,82,91,,,,,82,,,551,,N,N,N,N,N,,small bite marks on sides
Hsy13,2013/126,2013,41466,0.642361111,NT,28 ?05.698',82 ?49.931',NT,83.9,86,Tangle net,,11.4,Seagrass,Outgoing,cloudy/windy,,Hypanus say,F,,,,,,,30,,,,,616,,N,N,N,N,N,,
Gci39,2013/131,2013,41467,0.435416667,NT,28 ?03.293',82 ?54.432',NT,83.6,82,Longline,,23.8,Sand,Incoming,cloudy/windy,,Ginglymostoma cirratum,M,I,156,105,119,,,,,112,,,692,,N,N,Y,N,N,,"immature male, recaptured by fisherman on 8/28/13 at 2 PM on same wreck as original capture 28 ?03.147' 82 ?54.565'"
Ca29,2013/129,2013,41467,0.484027778,41,28 ?03.356',82 ?54.353',NT,84.1,85,Longline,,26.1,Sand,Incoming,sunny/windy,,Carcharhinus acronotus,F,,113,82,93,,,,,163,,,969,,N,N,N,N,N,,
Cli11,2013/130,2013,41467,0.534722222,1,28 ?00.944',82 ?53.751',NT,84.4,85,Longline,,30.5,Sand,Incoming,sunny/windy,,Carcharhinus limbatus,M,M,159,112,125,,,,,182,,,682,,N,N,N,N,N,,mature male
Gci40,2013/135,2013,41470,0.444444444,NT,28 ?03.385',82 ?54.675',NT,83.9,88,Longline,,26.8,Sand,Incoming,sunny/calm,,Ginglymostoma cirratum,M,M,240,163,184,,,,,62,,,683,,N,N,N,N,N,,"mature male, weighed 180 lbs."
Gci41,2013/136,2013,41470,0.611111111,NT,28 ?04.887',82 ?51.224',NT,84.2,88,Longline,,15,Sand,Outgoing,cloudy/calm,,Ginglymostoma cirratum,M,M,265,182,212,,,,,45,,,693,,N,N,N,N,N,,mature male
Hsy14,2013/134,2013,41470,0.479166667,NT,28 ?06.838',82 ?50.106',NT,78,87,Seine net,,1,Sand,Incoming,sunny/calm,,Hypanus say,M,I,,,,,,16,,,,,637,,N,N,N,N,N,,"immature male, neonate"
Ha20,2013/132,2013,41470,0.520833333,NT,28 ?06.368',82 ?50.123',NT,81.3,87,Tangle net,,3.1,Sand,Incoming,cloudy/calm,,Hypanus americanus,F,,,,,,,46,,,,,639,,N,N,N,N,N,,
Ha21,2013/133,2013,41470,0.555555556,NT,28 ?06.367',82 ?50.123',NT,81.8,87,Tangle net,,2.9,Sand,Incoming,Cloudy/calm,,Hypanus americanus,F,,,,,,,64,,,,,615,,N,N,N,N,N,,
Gci42,2013/137,2013,41471,0.518055556,NT,28 ?04.783',82 ?51.557',NT,82.9,90,Drapeline,,12.3,Sand,Incoming,sunny/windy,,Ginglymostoma cirratum,M,M,232,158,181,,,,,126,,,680,,N,N,N,N,N,,"mature male, weighed 160 lbs."
Hsy15,2013/138,2013,41472,0.440972222,NT,28 ?03.001',82 ?49.116',NT,79.2,82,Tangle net,,1.4,Sand,Outgoing,sunny/calm,,Hypanus say,F,,,,,,,36,,,,,640,,N,N,N,N,N,,
Hsy16,2013/139,2013,41472,0.475694444,NT,28 ?03.001',82 ?49.116',NT,79.4,82,Tangle net,,1.3,Sand,Outgoing,sunny/calm,,Hypanus say,M,I,,,,,,34,,,,,614,,N,N,N,N,N,,immature male
Hsy17,2013/140,2013,41472,0.505555556,NT,28 ?03.001',82 ?49.116',NT,80.3,82,Tangle net,,1.3,Sand,Outgoing,sunny/calm,,Hypanus say,F,,,,,,,32,,,,,629,,N,N,N,N,N,,
Hsy18,2013/141,2013,41472,0.534722222,NT,28 ?03.001',82 ?49.116',NT,80.3,82,Tangle net,,1.3,Sand,Outgoing,sunny/calm,,Hypanus say,F,,,,,,,35,,,,,612,,N,N,N,N,N,,
Hsy19,2013/142,2013,41472,0.569444444,NT,28 ?03.001',82 ?49.116',NT,80.3,82,Tangle net,,2,Sand,Outgoing,sunny/calm,,Hypanus say,F,,,,,,,33,,,,,611,,N,N,N,N,N,,
Hsy20,2013/142,2013,41472,0.569444444,NT,28 ?03.001',82 ?49.116',NT,80.3,82,Tangle net,,2,Sand,Outgoing,sunny/calm,,Hypanus say,F,,,,,,,34,,,,,610,,N,N,N,N,N,,2 barbs
Rt26,2013/143,2013,41473,0.475,NT,28 ?10.848',82 ?49.999',NT,82,85,Longline,,13,Sand,Outgoing,cloudy/windy,,Rhizoprionodon terraenovae,M,M,84,62,68,,,,,76,,,634,,N,N,N,N,N,,mature male
Rt27,2013/144,2013,41473,0.569444444,NT,28 ?07.896',82 ?53.959',NT,82,85,Longline,,18,Sand,Outgoing,Cloudy/calm,,Rhizoprionodon terraenovae,M,I,64,45,50,,,,,117,,,637,,N,N,N,N,N,,immature male
Ca30,2013/145,2013,41474,0.409722222,5,28 ?03.137',83 ?00.759',NT,81.5,80,Longline,,41.4,Artificial Reef,Outgoing,Cloudy/calm,,Carcharhinus acronotus,M,M,106,76,85,,,,,66,,,615,,N,N,N,N,N,,mature male
Gci43,2013/145,2013,41474,0.409722222,NT,28 ?03.137',83 ?00.759',NT,81.5,80,Longline,,41.4,Artificial Reef,Outgoing,Cloudy/calm,,Ginglymostoma cirratum,F,,176,117,138,,,,,70,,,659,,N,N,N,N,N,,weighed 80 lbs.
Ca32,2013/146,2013,41474,0.484027778,5,28 ?03.164',83 ?00.966',NT,81.9,80,Longline,,43.7,Artificial Reef,Outgoing,cloudy/windy,,Carcharhinus acronotus,F,,90,66,76,,,,,58,,,145,,N,N,N,N,N,,
Ca31,2013/146,2013,41474,0.484027778,5,28 ?03.164',83 ?00.966',NT,81.9,80,Longline,,43.7,Artificial Reef,Outgoing,cloudy/windy,,Carcharhinus acronotus,F,,97,70,78,,,,,73,,,655??,,N,N,N,N,N,,
Cli12,2013/147,2013,41478,0.411111111,10,28 ?10.968',82 ?49.919',NT,83.2,88,Longline,,13.3,Seagrass,Incoming,cloudy/calm,,Carcharhinus limbatus,M,I,85,58,65,,,,,76,,,644,,N,N,N,N,N,,immature male
Cli13,2013/148,2013,41478,0.465972222,10,28 ?10.982',82 ?49.756',NT,83.5,88,Longline,,13.3,Seagrass,Incoming,cloudy/calm,,Carcharhinus limbatus,M,I,106,73,83,,,,,78,,,652,,N,N,N,N,N,,immature male
St19,2013/150,2013,41479,0.422916667,NT,28 ?10.871',82 ?49.978',NT,82.2,85,Longline,,12.7,Seagrass,Incoming,sunny/windy,,Sphyrna tiburo,F,,103,76,83,,,,,55,,,671,,N,N,N,N,N,,
St18,2013/150,2013,41479,0.422916667,NT,28 ?10.871',82 ?49.978',NT,82.2,85,Longline,,12.7,Seagrass,Incoming,sunny/windy,,Sphyrna tiburo,F,,107,78,88,,,,,61,,,661,,N,N,N,N,N,,
Cli14,2013/149,2013,41479,0.489583333,10,28 ?10.954',82 ?49.784',NT,82.2,85,Longline,,13,Seagrass,Incoming,Cloudy/windy,,Carcharhinus limbatus,F,,78,55,62,,,,,133,,,670,,N,N,N,N,N,,
Rt28,2013/149,2013,41479,0.489583333,NT,28 ?10.954',82 ?49.784',NT,82.2,85,Longline,,13,Seagrass,Incoming,Cloudy/windy,,Rhizoprionodon terraenovae,M,M,82,61,68,,,,,69,,,669,,N,N,N,N,N,,mature male
Gci44,2013/153,2013,41480,0.529166667,NT,28 ?06.181',82 ?50.217',NT,82.7,85,Longline,,9,Sand,Incoming,cloudy/windy,,Ginglymostoma cirratum,M,I,193,133,148,,,,,75,,,177,,N,N,N,N,N,,"immature male, weighed 90 lbs."
Ca33,2013/151,2013,41480,0.579861111,19,28 ?06.432',82 ?49.638',NT,82.8,85,Longline,,9,Sand,Incoming,cloudy/windy,,Carcharhinus acronotus,M,I,97,69,77,,,,,83,,,667,,N,N,N,N,N,,immature male
Ca35,2013/151,2013,41480,0.579861111,1,28 ?06.432',82 ?49.638',NT,82.8,85,Longline,,9,Sand,Incoming,cloudy/windy,,Carcharhinus acronotus,M,M,105,75,83,,,,,84,,,668,,N,N,N,N,N,,mature male
Ca34,2013/151,2013,41480,0.579861111,1,28 ?06.432',82 ?49.638',NT,82.8,85,Longline,,9,Sand,Incoming,cloudy/windy,,Carcharhinus acronotus,M,M,117,83,93,,,,,81.5,,,673,,N,N,N,N,N,,mature male
Cli15,2013/152,2013,41480,0.629166667,1,28 ?06.418',82 ?49.684',NT,83.1,85,Longline,,7.2,Sand,Outgoing,cloudy/windy,,Carcharhinus limbatus,F,,120,84,95,,,,,67,,,636,,N,N,N,N,N,,"damage to anal fin, bite mark?"
Ha22,2013/154,2013,41481,0.430555556,NT,28 ?05.611',82 ?49.965',NT,80,88,Tangle net,,7.1,Sand,Incoming,sunny/calm,,Hypanus americanus,M,M,,,,,,50,,,,,679,,N,N,N,N,N,,mature male
Gm2,2013/159,2013,41484,0.479166667,NT,28 ?05.625',82 ?49.993',NT,83,90,Alan caught by hand,,1,Seagrass,Outgoing,sunny/calm,,Gymnura micrura,F,,,,,,,24,,,,,673,,N,N,N,N,N,,
Ca37,2013/156,2013,41484,0.578472222,5,28 ?02.924',83 ?00.801',NT,87.3,90,Longline,,36.7,Artificial Reef,Incoming,sunny/calm,,Carcharhinus acronotus,M,M,113,81.5,90,,,,,,,,664,,N,N,N,N,N,,mature male
Ca38,2013/157,2013,41484,0.630555556,5,28 ?02.936',83 ?00.842',NT,87.2,90,Longline,,37,Artificial Reef,Incoming,sunny/calm,,Carcharhinus acronotus,M,I,96,67,75.5,,,,,77,,,672,,N,N,N,N,N,,immature male
Ha24,2013/157,2013,41484,0.630555556,NT,28 ?02.936',83 ?00.842',NT,87.2,90,Longline,,37,Artificial Reef,Incoming,sunny/calm,,Hypanus americanus,F,,,,,,,90,,96,,,660,,N,N,N,N,N,,"1st ray caught on longline in FL, tagged with dart tag"
Ca36,2013/155,2013,41484,0.549305556,5,28 ?02.863',83 ?00.877',NT,86.3,90,Rod/Reel,,42,Artificial Reef,Incoming,sunny/calm,,Carcharhinus acronotus,M,I,94,66,73.5,,,,,75,,,651,,N,N,N,N,N,,immature male
Ha23,2013/158,2013,41484,0.5,NT,28 ?05.618',82 ?49.995',NT,83,90,Tangle net,,1.5,Sand,Outgoing,sunny/calm,,Hypanus americanus,F,,,,,,,62,,,,,680,,N,N,N,N,N,,
Ca39,2013/160,2013,41485,0.63125,5,28 ?02.854',83 ?00.749',NT,86.9,90,Longline,,38.5,Artificial Reef,Incoming,sunny/calm,,Carcharhinus acronotus,M,M,110,77,87,,,,,157,,,663,,N,N,N,N,N,,mature male
Cli16,2013/161,2013,41485,0.770138889,5,28 ?02.945',83 ?00.774',NT,86.2,83,Longline,,37.5,Artificial Reef,Incoming,sunny/calm,,Carcharhinus limbatus,F,,140,96,108,,,,,167,,,662,,N,N,N,N,N,,
Gci45,2013/162,2013,41485,0.817361111,NT,28 ?02.995',83 ?00.818',NT,85.6,82,Longline,,39.6,Artificial Reef,Outgoing,dusk/calm,,Ginglymostoma cirratum,F,,232,157,179,,,,,27,,,657,,N,N,N,N,N,,"appeared pregnant, largest female nurse caught here"
Gci46,2013/162,2013,41485,0.817361111,NT,28 ?02.995',83 ?00.818',NT,85.6,82,Longline,,39.6,Artificial Reef,Outgoing,dusk/calm,,Ginglymostoma cirratum,M,M,244,167,189,,,,,85,,,657,,N,N,N,N,N,,"mature male, ejaculated on deck, weighed 175 lbs."
Rt29,2013/168,2013,41486,0.607638889,NT,28 ?06.430',82 ?49.599',NT,86,89,Longline,,8,Sand,Outgoing,sunny/calm,,Rhizoprionodon terraenovae,M,I,36,27,30,,,,,55,,,681,,N,N,N,N,N,,"Neonate, immature male"
Cli17,2013/164,2013,41486,0.661111111,1,28 ?06.417',82 ?49.601',NT,86,89,Longline,,9,sand,Incoming,sunny/calm,,Carcharhinus limbatus,F,,116,85,97,,,,,64,,,555,,N,N,N,N,N,,
Ca40,2013/163,2013,41486,0.701388889,19,28 ?06.427',82 ?49.592',NT,86,85,Longline,,9.8,Sand,Incoming,sunny/calm,,Carcharhinus acronotus,M,I,76,55,62,,,,,73,,,182,,N,N,N,N,N,,immature male
Hsy21,2013/165,2013,41486,0.579861111,NT,28 ?06.382',82 ?49.700',NT,86.6,89,Tangle net,,7.5,Sand,Outgoing,sunny/calm,,Hypanus say,F,,,,,,,33,,,,,651,,N,N,N,N,N,,
